netid,jenkins1,jenkins2,jenkins3,jenkins4,jenkins5,openmrs1,openmrs2,openmrs3,openmrs4,openmrs5,penalty,total
wchsieh2,1,1,1,0,1,1,0,0,0,0,0,5
