netid,q1-deps,q1-comp_main,q1-comp_test,q1-run_test,q1-pom,q2-selfbuild,q2-allpass,q2-testnum,q2-yourtestothercode,q2-othertestyourcode,svn,bonus,total
wchsieh2,0,0,0,0,0,0,0,0,0,0,0,0,0
