netid,q1,q2,q3,q4,q4_test,"q5,smells",q6,mp5_output,mp5_maven_config,vmid,q4_test_bonus,total,peer_self,catme,grand_total
wchsieh2,2,2,2,2,2,2,2,2,1,0.5,0.5,0,18,1,1,20
