netid,mp0,quiz1,mp1,mp2,openmrs_extracredit,mp3,quiz2,mp4,mp4.5,mp5,quiz3,iteration1,iteration2,quiz4,iteration3
wchsieh2,8,0,0,5,0,20,1,20,0,20,0,12,9,0,15
